Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,Estimator,fit_time
Balanced Bagging,0.85,0.89,0.81,0.54,0.93,0.82,0.39,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 25, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': True}","SVC(C=1, class_weight='balanced', kernel='linear', probability=True,    random_state=42)",0.06
Balanced Bagging,0.85,0.89,0.81,0.54,0.93,0.82,0.39,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 25, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': True}","SVC(C=1, class_weight='balanced', gamma='auto', kernel='linear',    probability=True, random_state=42)",0.06
Balanced Bagging,0.85,0.89,0.8,0.53,0.93,0.81,0.38,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': False}","SVC(C=0.7, class_weight='balanced', kernel='linear', probability=True,    random_state=42)",0.05
Balanced Bagging,0.85,0.89,0.8,0.53,0.93,0.81,0.38,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': True}","SVC(C=0.7, class_weight='balanced', gamma='auto', kernel='linear',    probability=True, random_state=42)",0.05
Balanced Bagging,0.85,0.89,0.8,0.53,0.93,0.81,0.38,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': True}","SVC(C=0.5, class_weight='balanced', gamma='auto', kernel='linear',    probability=True, random_state=42)",0.05
Balanced Bagging,0.84,0.85,0.82,0.54,0.89,0.83,0.4,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': True}",GaussianNB(),0.01
Balanced Bagging,0.83,0.89,0.77,0.49,0.91,0.78,0.34,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 25, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', max_depth=7, random_state=42)",0.01
Balanced Bagging,0.83,0.85,0.82,0.53,0.93,0.82,0.38,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': True}","MLPClassifier(activation='tanh', alpha=0.5, hidden_layer_sizes=(23,),              learning_rate_init=0.7, max_iter=2000, random_state=42,              solver='sgd')",0.01
Balanced Bagging,0.83,0.85,0.81,0.52,0.93,0.81,0.37,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', criterion='entropy',                       max_depth=4, random_state=42)",0.01
Balanced Bagging,0.83,0.85,0.81,0.52,0.91,0.81,0.37,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', criterion='entropy',                       max_depth=3, random_state=42)",0.01
Balanced Bagging,0.82,0.85,0.79,0.5,0.9,0.8,0.36,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': False}","ComplementNB(alpha=3.0, force_alpha=True)",0.01
Balanced Bagging,0.82,0.85,0.79,0.5,0.9,0.8,0.36,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': False}","ComplementNB(alpha=4.0, force_alpha=False)",0.01
Balanced Bagging,0.82,0.85,0.79,0.5,0.9,0.8,0.36,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': True, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': False}","ComplementNB(alpha=4.0, force_alpha=True)",0.01
Balanced Bagging,0.82,0.85,0.78,0.49,0.9,0.79,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': False}",ComplementNB(force_alpha=False),0.01
Balanced Bagging,0.82,0.85,0.78,0.49,0.9,0.79,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'majority', 'warm_start': False}",ComplementNB(force_alpha=True),0.01
Balanced Bagging,0.81,0.79,0.82,0.51,0.89,0.82,0.38,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': True}","KNeighborsClassifier(metric='manhattan', weights='distance')",0.14
Balanced Bagging,0.8,0.74,0.86,0.53,0.89,0.84,0.41,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 19, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': True}","KNeighborsClassifier(metric='euclidean', weights='distance')",0.04
Balanced Bagging,0.79,0.74,0.84,0.51,0.89,0.83,0.39,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","KNeighborsClassifier(metric='manhattan', n_neighbors=3)",0.13
Balanced Bagging,0.79,0.72,0.85,0.51,0.89,0.84,0.4,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","KNeighborsClassifier(metric='manhattan', n_neighbors=3, weights='distance')",0.12
Balanced Bagging,0.78,0.74,0.81,0.47,0.88,0.8,0.35,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}",KNeighborsClassifier(metric='manhattan'),0.04
Balanced Bagging,0.62,0.98,0.27,0.27,0.75,0.35,0.15,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=300, metric='manhattan', outlier_label=1)",0.08
Balanced Bagging,0.62,0.98,0.27,0.27,0.75,0.35,0.15,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=50, metric='manhattan', outlier_label=1)",0.08
Balanced Bagging,0.62,0.98,0.27,0.27,0.75,0.35,0.15,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=500, metric='manhattan', outlier_label=1)",0.08
Balanced Bagging,0.62,0.98,0.27,0.27,0.75,0.35,0.15,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'majority', 'warm_start': False}","RadiusNeighborsClassifier(leaf_size=100, metric='manhattan', outlier_label=1)",0.08
Balanced Bagging,0.62,0.98,0.27,0.27,0.75,0.35,0.15,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': False}","RadiusNeighborsClassifier(leaf_size=200, metric='manhattan', outlier_label=1)",0.09
Balanced Bagging,0.5,1.0,0.0,0.21,0.5,0.12,0.12,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': False}","MLPClassifier(alpha=0.3, hidden_layer_sizes=(23, 46, 46, 23),              learning_rate_init=0.7, max_iter=2000, random_state=42,              solver='sgd')",0.04
