Model,balanced_accuracy,sensitivity,specificity,f1_score,AUC,accuracy,precision,Model_Class,Hyperparams,Estimator,fit_time
Balanced Bagging,0.82,0.89,0.75,0.48,0.89,0.77,0.33,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': True}","SVC(C=0.3, class_weight='balanced', gamma='auto', probability=True,    random_state=42)",0.31
Balanced Bagging,0.82,0.87,0.78,0.49,0.89,0.79,0.34,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 21, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', max_depth=5, random_state=42)",0.02
Balanced Bagging,0.82,0.87,0.77,0.49,0.88,0.78,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', max_depth=4, random_state=42)",0.02
Balanced Bagging,0.82,0.87,0.77,0.49,0.89,0.78,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': True, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', criterion='entropy',                       max_depth=4, random_state=42)",0.02
Balanced Bagging,0.82,0.87,0.77,0.49,0.89,0.78,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 21, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}","RandomForestClassifier(class_weight='balanced_subsample', criterion='entropy',                       max_depth=5, n_estimators=11, random_state=42)",0.08
Balanced Bagging,0.81,0.87,0.76,0.47,0.88,0.77,0.33,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', max_depth=3, random_state=42)",0.02
Balanced Bagging,0.81,0.87,0.76,0.47,0.89,0.77,0.33,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': True}","RandomForestClassifier(class_weight='balanced', criterion='entropy',                       max_depth=5, n_estimators=21, random_state=42)",0.08
Balanced Bagging,0.81,0.85,0.78,0.49,0.88,0.79,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'majority', 'warm_start': False}","RandomForestClassifier(class_weight='balanced', criterion='entropy',                       max_depth=5, n_estimators=15, random_state=42)",0.06
Balanced Bagging,0.8,0.85,0.75,0.46,0.88,0.76,0.31,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 11, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","DecisionTreeClassifier(class_weight='balanced', criterion='entropy',                       max_depth=3, random_state=42)",0.02
Balanced Bagging,0.79,0.79,0.79,0.47,0.87,0.79,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': False}",GaussianNB(),0.02
Balanced Bagging,0.78,0.81,0.75,0.44,0.86,0.75,0.3,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}","ComplementNB(alpha=5.0, force_alpha=False)",0.02
Balanced Bagging,0.78,0.81,0.74,0.44,0.86,0.75,0.3,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': True}","ComplementNB(alpha=4.0, force_alpha=False)",0.02
Balanced Bagging,0.78,0.81,0.74,0.44,0.86,0.75,0.3,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}","ComplementNB(alpha=4.0, force_alpha=True)",0.02
Balanced Bagging,0.78,0.79,0.76,0.45,0.87,0.77,0.31,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'majority', 'warm_start': False}","ComplementNB(alpha=7.0, force_alpha=False)",0.02
Balanced Bagging,0.78,0.79,0.76,0.45,0.87,0.77,0.31,BalancedBaggingClassifier,"{'bootstrap': False, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'majority', 'warm_start': False}","ComplementNB(alpha=7.0, force_alpha=True)",0.02
Balanced Bagging,0.76,0.7,0.82,0.46,0.85,0.8,0.34,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 7, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': True}",KNeighborsClassifier(metric='manhattan'),0.06
Balanced Bagging,0.75,0.7,0.79,0.43,0.84,0.78,0.31,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'auto', 'warm_start': False}","KNeighborsClassifier(metric='euclidean', n_neighbors=3)",0.08
Balanced Bagging,0.74,0.64,0.84,0.45,0.86,0.82,0.35,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","KNeighborsClassifier(metric='euclidean', weights='distance')",0.06
Balanced Bagging,0.74,0.64,0.84,0.45,0.85,0.81,0.35,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 25, 'oob_score': True, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'all', 'warm_start': False}","KNeighborsClassifier(metric='manhattan', n_neighbors=3, weights='distance')",0.21
Balanced Bagging,0.73,0.66,0.8,0.42,0.85,0.78,0.3,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': True, 'sampling_strategy': 'majority', 'warm_start': False}","KNeighborsClassifier(metric='manhattan', n_neighbors=3)",0.12
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=200, metric='euclidean', outlier_label=1,                          radius=0.7)",0.09
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=50, metric='euclidean', outlier_label=1,                          radius=0.7)",0.09
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': True, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'all', 'warm_start': False}","RadiusNeighborsClassifier(leaf_size=100, metric='euclidean', outlier_label=1,                          radius=0.7)",0.09
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=500, metric='euclidean', outlier_label=1,                          radius=0.7)",0.09
Balanced Bagging,0.67,0.98,0.36,0.29,0.77,0.43,0.17,BalancedBaggingClassifier,"{'bootstrap': True, 'n_estimators': 15, 'oob_score': False, 'random_state': 42, 'replacement': False, 'sampling_strategy': 'auto', 'warm_start': True}","RadiusNeighborsClassifier(leaf_size=300, metric='euclidean', outlier_label=1,                          radius=0.7)",0.1
